"","POS","NEG","POS/NEG","SENT"
"1","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"2","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"3","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"4","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"5","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"6","17.2265151579293","0.445453222112551","38.6718836070664","positive"
"7","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"8","8.78232285939751","9.47547003995745","0.926848253686942","neutral"
"9","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"10","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"11","26.3638546370209","18.5054868578024","1.42465069087903","positive"
"12","17.2265151579293","0.445453222112551","38.6718836070664","positive"
"13","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"14","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"15","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"16","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"17","17.9196623384892","0.445453222112551","40.2279329207804","positive"
"18","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"19","9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"20","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"21","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"22","34.1148997549927","9.47547003995745","3.60033851736456","positive"
"23","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"24","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"25","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"26","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"27","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"28","16.5333679773693","8.78232285939751","1.88257346513717","positive"
"29","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"30","8.78232285939751","9.47547003995745","0.926848253686942","neutral"
"31","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"32","17.2265151579293","0.445453222112551","38.6718836070664","positive"
"33","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"34","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"35","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"36","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"37","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"38","1.03127774142571","8.78232285939751","0.117426534862834","negative"
"39","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"40","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"41","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"42","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"43","1.03127774142571","9.47547003995745","0.108836578774127","negative"
"44","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"45","17.9196623384892","17.8123396772424","1.00602518608961","neutral"
"46","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"47","17.9196623384892","8.78232285939751","2.0404240000485","positive"
"48","25.670707456461","0.445453222112551","57.6282899800754","positive"
"49","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"50","8.78232285939751","0.445453222112551","19.7154772340574","positive"
"51","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"52","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"53","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"54","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"55","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"56","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"57","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"58","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"59","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"60","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"61","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"62","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"63","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"64","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"65","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"66","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"67","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"68","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"69","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"70","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"71","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"72","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"73","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"74","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"75","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"76","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"77","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"78","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"79","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"80","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"81","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"82","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"83","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"84","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"85","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"86","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"87","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"88","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"89","1.03127774142571","0.445453222112551","2.31512017476245","positive"
